Cartera,IMPORTE,Des_Estado,Nombre
CA05,88482,Cerrada,ACC PARA CAÑERIAS
CA05,88482,Cerrada,CONECTORES
CA04,88703,Cerrada,CONECTORES
CA04,88703,Cerrada,SOPORTES PARA CAÑERIAS
CA99,88748,Cerrada,MANIF 5 VIAS
CA99,88748,Cerrada,VALV INTEGRAL
CA99,89298,Cerrada,ACC PARA CAÑERIAS
CA99,89298,Cerrada,CILINDROS TOMAMUESTRAS
CA99,89298,Cerrada,CONECTORES
CA99,89298,Cerrada,TUBING
CA99,89298,Cerrada,VA1/VAP/VHP
CA99,89298,Cerrada,VALV INTEGRAL
CA03,89410,Cerrada,MANIF 3 VIAS
CA04,89430,Cerrada,VALV INTEGRAL
CA03,89551,Cerrada,ACC. ALTA PRESION
CA05,89681,Cerrada,VA1/VAP/VHP
CA05,89681,Cerrada,VALV INTEGRAL
CA04,89712,Cerrada,VA1/VAP/VHP
CA06,90128,Cerrada,REPUESTOS
CA99,90149,Cerrada,VALV INTEGRAL
CA03,90181,Cerrada,CONECTORES
CA05,90214,Cerrada,CONECTORES
CA04,90366,Cerrada,ACC PARA CAÑERIAS
CA04,90366,Cerrada,CONECTORES
CA04,90366,Cerrada,SOPORTES PARA CAÑERIAS
CA04,90366,Cerrada,TUBING
CA03,90597,Cerrada,VALV INTEGRAL
CA05,90630,Cerrada,REPUESTOS
CA05,90790,Cerrada,CONECTORES
CA05,90790,Cerrada,TUBING
CA05,90790,Cerrada,VA1/VAP/VHP
CA05,90790,Cerrada,VALV INTEGRAL
CA04,90797,Cerrada,VALV INTEGRAL
CA04,91093,Cerrada,VA1/VAP/VHP
CA06,91546,Cerrada,CONECTORES
CA04,91586,Cerrada,TUBING
CA99,91836,Cerrada,VA3
CA06,91945,Cerrada,ACC PARA CAÑERIAS
CA06,92214,Cerrada,ACC PARA CAÑERIAS
CA06,92214,Cerrada,CONECTORES
CA03,92221,Cerrada,CONECTORES
CA05,92521,Cerrada,VA1/VAP/VHP
CA06,92891,Cerrada,OTROS PROYECTOS
CA02,92904,Cerrada,VALV DE RETENCION
CA06,93131,Cerrada,ACC PARA CAÑERIAS
CA06,93131,Cerrada,CONECTORES
CA06,93131,Cerrada,SOPORTES PARA CAÑERIAS
CA06,93131,Cerrada,TUBING
CA06,93131,Cerrada,VA1/VAP/VHP
CA06,93131,Cerrada,VALV INTEGRAL
CA04,94041,Cerrada,ACC PARA CAÑERIAS
CA04,94041,Cerrada,CONECTORES
CA03,94260,Cerrada,VALV INTEGRAL
CA06,94317,Cerrada,CONECTORES
CA06,94317,Cerrada,MANGUERAS ARMADAS
CA06,94317,Cerrada,TUBING
CA06,94524,Cerrada,ARTICULO ESPECIAL
CA06,94544,Cerrada,ACC. ALTA PRESION
CA06,94544,Cerrada,CONECTORES
CA04,94719,Cerrada,VA1/VAP/VHP
CA04,94719,Cerrada,VA2
CA04,94719,Cerrada,VTM
CA05,95291,Cerrada,VA2
CA06,95384,Cerrada,VA3
CA06,95384,Cerrada,VALV ESFERICAS  RVTA.
CA04,95394,Cerrada,VALV DE RETENCION
CA06,95550,Cerrada,MANIF 5 VIAS
CA05,95757,Cerrada,ACC PARA CAÑERIAS
CA05,95757,Cerrada,CONECTORES
CA06,95894,Cerrada,VALV INTEGRAL
CA04,95894,Cerrada,MANIF 3 VIAS
CA04,96010,Cerrada,VALV INTEGRAL
CA06,96100,Cerrada,CONECTORES
CA04,96186,Cerrada,ACC PARA CAÑERIAS
CA04,96186,Cerrada,VALV DE ALIVIO
CA03,96324,Cerrada,ACC PARA CAÑERIAS
CA03,96324,Cerrada,ACC. ALTA PRESION
CA03,96324,Cerrada,ARTICULO ESPECIAL
CA03,96502,Cerrada,VF2
CA05,96632,Cerrada,ACC PARA CAÑERIAS
CA05,96632,Cerrada,CONECTORES
CA05,96632,Cerrada,TUBING
CA06,96703,Cerrada,ACC PARA CAÑERIAS
CA06,96703,Cerrada,CONECTORES
CA06,96703,Cerrada,LIMITADOR
CA06,96703,Cerrada,TUBING
CA06,96703,Cerrada,VA2
CA06,96703,Cerrada,VALV DE RETENCION
CA06,96703,Cerrada,VF2
CA04,96874,Cerrada,REPUESTOS
CA04,96874,Cerrada,VALV DE ALIVIO
CA06,96948,Cerrada,ACC PARA CAÑERIAS
CA06,96948,Cerrada,VALV INTEGRAL
CA05,96982,Cerrada,CONECTORES
CA05,96982,Cerrada,SOPORTES PARA CAÑERIAS
CA05,96982,Cerrada,TUBING
CA05,96982,Cerrada,VALV ESFERICAS  RVTA.
CA04,97077,Cerrada,ACC PARA CAÑERIAS
CA04,97077,Cerrada,CONECTORES
CA05,97227,Cerrada,ARTICULO ESPECIAL
CA05,97227,Cerrada,OTROS PROD COMERC.
CA05,97227,Cerrada,VALV DE RETENCION
CA05,97594,Cerrada,VALV INTEGRAL
CA03,97690,Cerrada,CONECTORES
CA03,97690,Cerrada,TUBING
CA05,97738,Cerrada,MANIF 5 VIAS
CA06,97794,Cerrada,MANIF 5 VIAS
CA05,97971,Cerrada,CONECTORES
CA05,97971,Cerrada,TUBING
CA05,97971,Cerrada,VA1/VAP/VHP
CA05,97971,Cerrada,VA3
CA03,98315,Cerrada,VALV INTEGRAL
CA06,98467,Cerrada,ACC PARA CAÑERIAS
CA06,98467,Cerrada,VA1/VAP/VHP
CA06,98467,Cerrada,VA2
CA06,98483,Cerrada,CONECTORES
CA06,98483,Cerrada,ESF. ABAC 2 VIAS
CA06,98483,Cerrada,TUBING
CA06,98483,Cerrada,VA1/VAP/VHP
CA03,98521,Cerrada,VA3
CA05,98656,Cerrada,ACC PARA CAÑERIAS
CA05,98656,Cerrada,CONECTORES
CA05,98656,Cerrada,TUBING
CA05,98656,Cerrada,VALV ESFERICAS  RVTA.
CA05,98666,Cerrada,VA1/VAP/VHP
CA03,98783,Cerrada,VALV INTEGRAL
CA06,98845,Cerrada,ACC PARA CAÑERIAS
CA06,98845,Cerrada,VALV DE ALIVIO
CA06,98845,Cerrada,VALV DE RETENCION
CA03,98991,Cerrada,CONECTORES
CA03,98991,Cerrada,SOPORTES PARA CAÑERIAS
CA04,99179,Cerrada,VA2
CA06,99361,Cerrada,ARTICULO ESPECIAL
CA05,99412,Cerrada,MANIF 2 VIAS
CA06,99444,Cerrada,ESF. ABAC 2 VIAS
CA06,99444,Cerrada,ESF. ABAC 3 VIAS TRUNNION
CA06,99444,Cerrada,VA1/VAP/VHP
CA06,99444,Cerrada,VA3
CA06,99444,Cerrada,VALV DE RETENCION
CA06,99447,Cerrada,VALV INTEGRAL
CA05,99737,Cerrada,ACC PARA CAÑERIAS
CA05,99737,Cerrada,ESF. ABAC 2 VIAS
CA05,99737,Cerrada,VALV DE RETENCION
CA05,99737,Cerrada,VALV INTEGRAL
CA06,99802,Cerrada,CONECTORES
CA06,99802,Cerrada,VALV DE RETENCION
CA06,100786,Cerrada,VALV INTEGRAL
CA06,100829,Cerrada,ACC PARA CAÑERIAS
CA05,100850,Cerrada,ACC PARA CAÑERIAS
CA05,100850,Cerrada,CONECTORES
CA03,101046,Cerrada,VALV INTEGRAL
CA06,101965,Cerrada,ACC PARA CAÑERIAS
CA06,101965,Cerrada,CONECTORES
CA06,101965,Cerrada,VA2
CA06,101965,Cerrada,VALV DE RETENCION
CA03,102177,Cerrada,VA1/VAP/VHP
CA05,103354,Cerrada,VA1/VAP/VHP
CA05,103354,Cerrada,VA3
CA05,103354,Cerrada,VALV DE RETENCION
CA05,103354,Cerrada,VALV INTEGRAL
CA05,103518,Cerrada,VALV INTEGRAL
CA99,103575,Cerrada,ACC. ALTA PRESION
CA99,103575,Cerrada,VA1/VAP/VHP
CA05,103630,Cerrada,CONECTORES
CA06,103916,Cerrada,TUBING
CA03,103920,Cerrada,MANIF 3 VIAS
CA04,104187,Cerrada,CONECTORES
CA04,104187,Cerrada,MANIF 3 VIAS
CA04,104187,Cerrada,TUBING
CA06,104576,Cerrada,VALV INTEGRAL
CA06,104788,Cerrada,AMORTIGUADOR
CA06,104788,Cerrada,VALV DE ALIVIO
CA06,104788,Cerrada,VALV INTEGRAL
CA05,105346,Cerrada,CONECTORES
CA05,105897,Cerrada,VALV INTEGRAL
CA05,106005,Cerrada,VALV DE ALIVIO
CA05,106005,Cerrada,VALV DE RETENCION
CA04,106321,Cerrada,VALV DE ALIVIO
CA06,106717,Cerrada,ACC PARA CAÑERIAS
CA06,106717,Cerrada,CONECTORES
CA05,106727,Cerrada,ACC PARA CAÑERIAS
CA05,106727,Cerrada,Engrasadores y Afines
CA05,107005,Cerrada,ARTICULO ESPECIAL
CA05,107005,Cerrada,CONECTORES
CA05,107005,Cerrada,ESF. ABAC 2 VIAS
CA04,107086,Cerrada,VALV DE ALIVIO
CA05,107156,Cerrada,VALV INTEGRAL
CA04,107493,Cerrada,CONECTORES
CA04,108000,Cerrada,CONECTORES
CA05,108007,Cerrada,ACC PARA CAÑERIAS
CA05,108007,Cerrada,ESF. ABAC 2 VIAS
CA05,108007,Cerrada,REPUESTOS
CA05,108007,Cerrada,VALV INTEGRAL
CA05,108417,Cerrada,CONECTORES
CA05,108417,Cerrada,HERRAMIENTAS STD
CA05,108417,Cerrada,TUBING
CA03,108525,Cerrada,ACC PARA CAÑERIAS
CA03,108525,Cerrada,ARTICULO ESPECIAL
CA06,108545,Cerrada,ESF. ABAC 2 VIAS
CA06,108545,Cerrada,ESF. ABAC 3 VIAS TRUNNION
CA06,108545,Cerrada,VA1/VAP/VHP
CA06,108545,Cerrada,VA3
CA06,108545,Cerrada,VALV DE RETENCION
CA06,108545,Cerrada,VALV ESFERICAS  RVTA.
CA06,108607,Cerrada,LIMITADOR
CA06,108637,Cerrada,ACC PARA CAÑERIAS
CA06,108637,Cerrada,CONECTORES
CA99,108684,Cerrada,VALV INTEGRAL
CA03,109386,Cerrada,MANIF 5 VIAS
CA06,109793,Cerrada,Tapones Purgadores
CA02,110251,Cerrada,Engrasadores y Afines
CA04,110277,Cerrada,VALV INTEGRAL
CA05,110486,Cerrada,ACC PARA CAÑERIAS
CA05,110486,Cerrada,HERRAMIENTAS STD
CA03,110671,Cerrada,ACC. ALTA PRESION
CA03,110671,Cerrada,OTROS INSUMOS STD
CA03,110671,Cerrada,PRODUCTOS MAXIMATOR
CA03,110671,Cerrada,VA1/VAP/VHP
CA03,110671,Cerrada,VALV DE RETENCION
CA06,110786,Cerrada,MANIF 2 VIAS
CA04,111057,Cerrada,ACC PARA CAÑERIAS
CA04,111057,Cerrada,VALV INTEGRAL
CA06,111537,Cerrada,VALV INTEGRAL
CA06,111562,Cerrada,CONECTORES
CA02,111851,Cerrada,VALV INTEGRAL
CA05,111890,Cerrada,CONECTORES
CA05,111890,Cerrada,TUBING
CA04,113647,Cerrada,CONECTORES
CA06,113974,Cerrada,VALV INTEGRAL
CA05,114002,Cerrada,CONECTORES
CA05,114002,Cerrada,VALV INTEGRAL
CA03,114534,Cerrada,VALV INTEGRAL
CA03,114872,Cerrada,ARTICULO ESPECIAL
CA06,115068,Cerrada,VA1/VAP/VHP
CA04,115077,Cerrada,VA1/VAP/VHP
CA04,115077,Cerrada,VALV DE ALIVIO
CA04,115457,Cerrada,VALV DE ALIVIO
CA06,115601,Cerrada,ACC. ALTA PRESION
CA03,115940,Cerrada,VALV INTEGRAL
CA05,116073,Cerrada,CONECTORES
CA05,116073,Cerrada,TUBING
CA05,116355,Cerrada,CONECTORES
CA06,116698,Cerrada,MANIF 5 VIAS
CA04,116728,Cerrada,CONECTORES
CA06,116976,Cerrada,CONECTORES
CA06,117149,Cerrada,VA1/VAP/VHP
CA03,117725,Cerrada,ACC. ALTA PRESION
CA03,117725,Cerrada,VA1/VAP/VHP
CA05,117777,Cerrada,ARTICULO ESPECIAL
CA03,117949,Cerrada,CONECTORES
CA03,117949,Cerrada,VALV INTEGRAL
CA06,117989,Cerrada,CONECTORES
CA04,118855,Cerrada,CONECTORES
CA03,118953,Cerrada,ESF. ABAC 2 VIAS
CA03,118953,Cerrada,ESF. ABAC 3 VIAS TRUNNION
CA03,118953,Cerrada,SOPORTES PARA CAÑERIAS
CA03,118953,Cerrada,TUBING
CA05,119674,Cerrada,REPUESTOS
CA05,119674,Cerrada,VALV INTEGRAL
CA02,119715,Cerrada,VALV INTEGRAL
CA03,119782,Cerrada,ESF. ABAC 3 VIAS TRUNNION
CA04,120210,Cerrada,ESF. ABAC 3 VIAS TRUNNION
CA04,120210,Cerrada,VA1/VAP/VHP
CA04,120210,Cerrada,VALV DE ALIVIO
CA04,120210,Cerrada,VALV DE RETENCION
CA04,120210,Cerrada,VALV ESFERICAS  RVTA.
CA04,120210,Cerrada,VALV INTEGRAL
CA04,120338,Cerrada,VALV INTEGRAL
CA04,120457,Cerrada,VALV DE ALIVIO
CA03,120866,Cerrada,ACC PARA CAÑERIAS
CA03,120866,Cerrada,VALV DE RETENCION
CA99,121021,Cerrada,VTM
CA04,121127,Cerrada,CONECTORES
CA04,121127,Cerrada,VALV DE RETENCION
CA06,121187,Cerrada,ACC PARA CAÑERIAS
CA06,121187,Cerrada,CONECTORES
CA06,121188,Cerrada,VALV INTEGRAL
CA06,121395,Cerrada,ACC PARA CAÑERIAS
CA06,121395,Cerrada,CONECTORES
CA06,121395,Cerrada,ESF. ABAC 2 VIAS
CA06,121395,Cerrada,SOPORTES PARA CAÑERIAS
CA06,121395,Cerrada,TUBING
CA06,121395,Cerrada,VA2
CA06,121395,Cerrada,VALV DE ALIVIO
CA06,121395,Cerrada,VALV DE RETENCION
CA05,121467,Cerrada,CONECTORES
CA05,121467,Cerrada,ESF. ABAC 2 VIAS
CA05,121467,Cerrada,VALV DE ALIVIO
CA04,121720,Cerrada,CONECTORES
CA04,122028,Cerrada,VALV INTEGRAL
CA06,122035,Cerrada,VA1/VAP/VHP
CA03,122471,Cerrada,CONECTORES
CA05,122952,Cerrada,REPUESTOS
CA05,122952,Cerrada,Tapones Purgadores
CA05,122952,Cerrada,VA1/VAP/VHP
CA04,123252,Cerrada,REPUESTOS
CA04,123324,Cerrada,ACC PARA CAÑERIAS
CA04,123324,Cerrada,CONECTORES
CA04,123324,Cerrada,ESF. ABAC 3 VIAS TRUNNION
CA06,123424,Cerrada,ARTICULO ESPECIAL
CA04,124099,Cerrada,VALV DE ALIVIO
CA06,124366,Cerrada,CONECTORES
CA06,124467,Cerrada,VALV INTEGRAL
CA06,124477,Cerrada,ACC PARA CAÑERIAS
CA06,124477,Cerrada,CONECTORES
CA03,124546,Cerrada,VALV INTEGRAL
CA03,124699,Cerrada,ACC PARA CAÑERIAS
CA03,124699,Cerrada,CONECTORES
CA06,124980,Cerrada,Tapones Purgadores
CA05,125072,Cerrada,VALV INTEGRAL
CA04,125092,Cerrada,CONECTORES
CA05,125814,Cerrada,ACC PARA CAÑERIAS
CA05,125814,Cerrada,VALV INTEGRAL
CA05,125831,Cerrada,CONECTORES
CA05,125831,Cerrada,TUBING
CA03,126058,Cerrada,VALV DE RETENCION
CA05,126267,Cerrada,CONECTORES
CA05,126267,Cerrada,SOPORTES PARA CAÑERIAS
CA06,126326,Cerrada,ACC PARA CAÑERIAS
CA06,126326,Cerrada,CONECTORES
CA06,126326,Cerrada,TUBING
CA06,126326,Cerrada,VA1/VAP/VHP
CA03,126457,Cerrada,ACC PARA CAÑERIAS
CA03,126457,Cerrada,CONECTORES
CA03,126457,Cerrada,TUBING
CA03,126932,Cerrada,ACCESORIOS VARIOS
CA06,127034,Cerrada,VALV INTEGRAL
CA06,127485,Cerrada,CONECTORES
CA06,127485,Cerrada,VALV DE RETENCION
CA06,127485,Cerrada,VALV INTEGRAL
CA06,127485,Cerrada,VM
CA04,128286,Cerrada,VA1/VAP/VHP
CA04,128286,Cerrada,VA3
CA04,128286,Cerrada,VALV DE ALIVIO
CA05,128686,Cerrada,ACC PARA CAÑERIAS
CA05,128686,Cerrada,CONECTORES
CA02,128877,Cerrada,ESF. ABAC 2 VIAS
CA02,128877,Cerrada,ESF. ABAC 3 VIAS TRUNNION
CA02,128877,Cerrada,REPUESTOS
CA02,128877,Cerrada,VA3
CA02,128877,Cerrada,VM
CA06,129194,Cerrada,CONECTORES
CA04,129750,Cerrada,VALV INTEGRAL
CA06,129758,Cerrada,AMORTIGUADOR
CA06,129758,Cerrada,VALV DE ALIVIO
CA06,129758,Cerrada,VALV INTEGRAL
CA04,129887,Cerrada,HERRAMIENTAS STD
CA04,130426,Cerrada,CONECTORES
CA04,130426,Cerrada,VA1/VAP/VHP
CA04,130426,Cerrada,VALV DE RETENCION
CA02,130589,Cerrada,VALV DE ALIVIO
CA06,130783,Cerrada,ACC PARA CAÑERIAS
CA06,130783,Cerrada,VALV DE RETENCION
CA06,130783,Cerrada,VALV INTEGRAL
CA06,130783,Cerrada,VM
CA03,131241,Cerrada,VALV INTEGRAL
CA05,131451,Cerrada,CONECTORES
CA05,131451,Cerrada,ESF. ABAC 2 VIAS
CA04,131754,Cerrada,ACC PARA CAÑERIAS
CA04,131754,Cerrada,CONECTORES
CA04,131754,Cerrada,SOPORTES PARA CAÑERIAS
CA04,131754,Cerrada,TUBING
CA04,131754,Cerrada,VA1/VAP/VHP
CA03,131960,Cerrada,VALV INTEGRAL
CA05,132043,Cerrada,REPUESTOS
CA05,132043,Cerrada,VALV DE ALIVIO
CA03,132439,Cerrada,CONECTORES
CA03,132439,Cerrada,VA1/VAP/VHP
CA06,132494,Cerrada,VALV DE ALIVIO
CA03,132755,Cerrada,CONECTORES
CA04,132800,Cerrada,CONECTORES
CA03,132992,Cerrada,ACC PARA CAÑERIAS
CA03,132992,Cerrada,VA1/VAP/VHP
CA03,132992,Cerrada,VALV INTEGRAL
CA06,133122,Cerrada,VALV INTEGRAL
CA06,133401,Cerrada,ESF. ABAC 2 VIAS
CA06,133499,Cerrada,CONECTORES
CA06,133499,Cerrada,MANIF 3 VIAS
CA06,133499,Cerrada,TUBING
CA06,133499,Cerrada,VA1/VAP/VHP
CA05,133952,Cerrada,CONECTORES
CA05,133952,Cerrada,TUBING
CA05,134593,Cerrada,VALV INTEGRAL
CA06,134934,Cerrada,CONECTORES
CA06,134979,Cerrada,ACC PARA CAÑERIAS
CA06,134979,Cerrada,CONECTORES
CA06,134979,Cerrada,ESF. ABAC 2 VIAS
CA04,134992,Cerrada,CONECTORES
CA03,135934,Cerrada,REPUESTOS
CA99,136678,Cerrada,ACC PARA CAÑERIAS
CA99,136678,Cerrada,CONECTORES
CA99,136678,Cerrada,TUBING
CA06,137186,Cerrada,ACC. ALTA PRESION
CA05,137198,Cerrada,ACCESORIOS VARIOS
CA05,137198,Cerrada,MANIF 5 VIAS
CA05,137198,Cerrada,VALV INTEGRAL
CA06,137261,Cerrada,ACC PARA CAÑERIAS
CA06,137261,Cerrada,CONECTORES
CA06,137261,Cerrada,ESF. ABAC 2 VIAS
CA06,137292,Cerrada,ACC PARA CAÑERIAS
CA06,137292,Cerrada,ACC. ALTA PRESION
CA06,137292,Cerrada,CONECTORES
CA06,137292,Cerrada,VA1/VAP/VHP
CA03,137520,Cerrada,ACC PARA CAÑERIAS
CA03,137520,Cerrada,CONECTORES
CA05,138031,Cerrada,CONECTORES
CA05,138031,Cerrada,TUBING
CA05,138031,Cerrada,VA1/VAP/VHP
CA05,138031,Cerrada,VALV DE RETENCION
CA06,138135,Cerrada,VALV INTEGRAL
CA03,138314,Cerrada,VALV DE ALIVIO
CA05,138514,Cerrada,ACC PARA CAÑERIAS
CA05,138514,Cerrada,VALV INTEGRAL
CA06,139073,Cerrada,ACC PARA CAÑERIAS
CA03,139423,Cerrada,VA1/VAP/VHP
CA05,140104,Cerrada,CONECTORES
CA05,140104,Cerrada,VALV DE RETENCION
CA04,140331,Cerrada,CONECTORES
CA04,140331,Cerrada,ESF. ABAC 3 VIAS TRUNNION
CA04,140331,Cerrada,VA2
CA04,140378,Cerrada,VALV INTEGRAL
CA05,140523,Cerrada,CONECTORES
CA05,140523,Cerrada,TUBING
CA06,140573,Cerrada,ARTICULO ESPECIAL
CA05,140617,Cerrada,CONECTORES
CA05,140891,Cerrada,ACC PARA CAÑERIAS
CA05,140891,Cerrada,VA2
CA04,141045,Cerrada,ACC PARA CAÑERIAS
CA04,141045,Cerrada,CONECTORES
CA04,141045,Cerrada,ESF. ABAC 2 VIAS
CA04,141192,Cerrada,ACC PARA CAÑERIAS
CA04,141192,Cerrada,CONECTORES
CA04,141192,Cerrada,MANIF 3 VIAS
CA04,141192,Cerrada,VA1/VAP/VHP
CA03,141266,Cerrada,TUBING
CA06,141505,Cerrada,ACC. ALTA PRESION
CA06,141505,Cerrada,CONECTORES
CA05,141834,Cerrada,ESF. ABAC 2 VIAS
CA05,141834,Cerrada,VALV DE ALIVIO
CA05,141834,Cerrada,VALV DE RETENCION
CA05,141834,Cerrada,VALV INTEGRAL
CA04,142080,Cerrada,ACC PARA CAÑERIAS
CA04,142080,Cerrada,CONECTORES
CA04,142080,Cerrada,ESF. ABAC 3 VIAS TRUNNION
CA04,142080,Cerrada,VALV DE ALIVIO
CA04,142096,Cerrada,CONECTORES
CA06,142453,Cerrada,VALV DE ALIVIO
CA05,142740,Cerrada,ACC ROSCADOS INOX
CA05,142740,Cerrada,ACC. ALTA PRESION
CA05,142740,Cerrada,ARTICULO ESPECIAL
CA05,142740,Cerrada,VA1/VAP/VHP
CA05,142740,Cerrada,VALV DE ALIVIO
CA05,142740,Cerrada,VALV DE RETENCION
CA05,143138,Cerrada,CONECTORES
CA05,143161,Cerrada,ACCESORIOS VARIOS
CA05,143161,Cerrada,CONECTORES
CA05,143161,Cerrada,TUBING
CA05,143161,Cerrada,VALV INTEGRAL
CA06,144196,Cerrada,ACC PARA CAÑERIAS
CA06,144196,Cerrada,CONECTORES
CA06,144196,Cerrada,VALV DE ALIVIO
CA06,144279,Cerrada,ACC PARA CAÑERIAS
CA06,144279,Cerrada,CONECTORES
CA04,144476,Cerrada,CONECTORES
CA04,144476,Cerrada,MANIF 2 VIAS
CA04,144476,Cerrada,MANIF 5 VIAS
CA02,146068,Cerrada,ACC PARA CAÑERIAS
CA02,146068,Cerrada,VALV DE RETENCION
CA06,146748,Cerrada,VALV DE RETENCION
CA06,147074,Cerrada,VALV DE RETENCION
CA04,147385,Cerrada,CONECTORES
CA04,147385,Cerrada,MANIF 3 VIAS
CA04,147385,Cerrada,TUBING
CA05,147513,Cerrada,ACCESORIOS VARIOS
CA05,147513,Cerrada,MANIF 5 VIAS
CA05,147513,Cerrada,VALV INTEGRAL
CA03,147606,Cerrada,ACCESORIOS VARIOS
CA05,148064,Cerrada,CONECTORES
CA05,148064,Cerrada,MANIF 5 VIAS
CA05,148064,Cerrada,VALV INTEGRAL
CA99,148319,Cerrada,MANIF 5 VIAS
CA99,148319,Cerrada,VALV INTEGRAL
CA04,148551,Cerrada,ESF. ABAC 2 VIAS
CA06,148793,Cerrada,ACC PARA CAÑERIAS
CA06,148793,Cerrada,CONECTORES
CA04,148848,Cerrada,VALV DE ALIVIO
CA03,149092,Cerrada,VALV INTEGRAL
CA05,149655,Cerrada,CONECTORES
CA05,149655,Cerrada,TUBING
CA03,150268,Cerrada,ACC PARA CAÑERIAS
CA03,150268,Cerrada,VA1/VAP/VHP
CA05,150459,Cerrada,ACC PARA CAÑERIAS
CA05,150459,Cerrada,ESF. ABAC 2 VIAS
CA05,150459,Cerrada,VALV INTEGRAL
CA06,150688,Cerrada,ESF. ABAC 3 VIAS TRUNNION
CA05,150930,Cerrada,ACCESORIOS VARIOS
CA05,150930,Cerrada,ESF. ABAC 2 VIAS
CA05,150930,Cerrada,MANIF 5 VIAS
CA05,150930,Cerrada,VALV DE RETENCION
CA03,151125,Cerrada,VALV DE ALIVIO
CA04,151844,Cerrada,CONECTORES
CA04,151844,Cerrada,TUBING
CA05,151980,Cerrada,CONECTORES
CA05,151980,Cerrada,TUBING
CA04,152071,Cerrada,TUBING
CA03,152897,Cerrada,ACCESORIOS VARIOS
CA03,152897,Cerrada,CONECTORES
CA03,152897,Cerrada,ESF. ABAC 2 VIAS
CA03,152897,Cerrada,ESF. ABAC 3 VIAS TRUNNION
CA03,152897,Cerrada,HERRAMIENTAS STD
CA05,153029,Cerrada,CONECTORES
CA05,153029,Cerrada,TUBING
CA05,153064,Cerrada,ACC PARA CAÑERIAS
CA05,153064,Cerrada,ESF. ABAC 2 VIAS
CA05,153064,Cerrada,VALV INTEGRAL
CA06,153282,Cerrada,VALV INTEGRAL
CA06,153324,Cerrada,ACC PARA CAÑERIAS
CA06,153324,Cerrada,CONECTORES
CA06,153324,Cerrada,VALV INTEGRAL
CA06,153679,Cerrada,CONECTORES
CA04,154636,Cerrada,CONECTORES
CA04,154636,Cerrada,Tapones Purgadores
CA04,155665,Cerrada,ACC PARA CAÑERIAS
CA04,155665,Cerrada,VALV DE ALIVIO
CA03,155854,Cerrada,ACC PARA CAÑERIAS
CA03,155854,Cerrada,ACCESORIOS VARIOS
CA03,155854,Cerrada,CONECTORES
CA03,155854,Cerrada,ESF. ABAC 2 VIAS
CA03,155854,Cerrada,TUBING
CA03,155854,Cerrada,VA2
CA03,155854,Cerrada,VALV DE ALIVIO
CA03,156027,Cerrada,VALV INTEGRAL
CA06,156117,Cerrada,ACC PARA CAÑERIAS
CA06,156117,Cerrada,ACC. ALTA PRESION
CA06,156117,Cerrada,CONECTORES
CA06,156117,Cerrada,VALV DE ALIVIO
CA05,156344,Cerrada,VALV DE RETENCION
CA04,157247,Cerrada,Tapones Purgadores
CA04,157247,Cerrada,VA3
CA03,158820,Cerrada,CONECTORES
CA05,158876,Cerrada,ACC PARA CAÑERIAS
CA05,158876,Cerrada,MANIF 2 VIAS
CA03,158876,Cerrada,VALV INTEGRAL
CA03,159101,Cerrada,ACC PARA CAÑERIAS
CA03,159101,Cerrada,VALV DE RETENCION
CA05,159431,Cerrada,ACC PARA CAÑERIAS
CA05,159431,Cerrada,CONECTORES
CA05,159431,Cerrada,VALV INTEGRAL
CA06,160153,Cerrada,VA1/VAP/VHP
CA06,160153,Cerrada,VALV INTEGRAL
CA06,160425,Cerrada,ACC PARA CAÑERIAS
CA06,160425,Cerrada,CONECTORES
CA03,160620,Cerrada,ACC. ALTA PRESION
CA03,160620,Cerrada,VA1/VAP/VHP
CA04,160623,Cerrada,ACC PARA CAÑERIAS
CA04,160623,Cerrada,CONECTORES
CA04,160623,Cerrada,ESF. ABAC 2 VIAS
CA04,160623,Cerrada,TUBING
CA04,160623,Cerrada,VALV DE ALIVIO
CA06,160660,Cerrada,CONECTORES
CA04,161084,Cerrada,VALV DE ALIVIO
CA04,161330,Cerrada,CONECTORES
CA03,161370,Cerrada,CONECTORES
CA03,161370,Cerrada,VALV DE RETENCION
CA03,161376,Cerrada,VALV INTEGRAL
CA06,161695,Cerrada,ACC PARA CAÑERIAS
CA04,162122,Cerrada,CONECTORES
CA04,162122,Cerrada,TUBING
CA03,162366,Cerrada,ACCESORIOS VARIOS
CA03,162366,Cerrada,MANIF 5 VIAS
CA02,163075,Cerrada,HERRAMIENTAS STD
CA03,163096,Cerrada,ACC PARA CAÑERIAS
CA03,163096,Cerrada,CONECTORES
CA04,163578,Cerrada,VALV DE ALIVIO
CA05,163912,Cerrada,ACCESORIOS VARIOS
CA05,163912,Cerrada,CONECTORES
CA05,163912,Cerrada,MANIF 5 VIAS
CA05,163912,Cerrada,TUBING
CA05,163912,Cerrada,VALV INTEGRAL
CA06,163964,Cerrada,CONECTORES
CA03,164637,Cerrada,CONECTORES
CA04,164747,Cerrada,VALV DE ALIVIO
CA04,164747,Cerrada,VALV INTEGRAL
CA06,165466,Cerrada,ARTICULO ESPECIAL
CA03,166319,Cerrada,VA1/VAP/VHP
CA03,166559,Cerrada,MANIF 3 VIAS
CA03,166559,Cerrada,VALV INTEGRAL
